fid,woeid,iso,places,foundry
4874,35314203,DK,15,http://www.brooklynintegers.com/
4875,35314205,SE,-1,http://www.brooklynintegers.com/
4876,35314207,SE,6,http://www.brooklynintegers.com/
4881,35314211,DK,-1,http://www.brooklynintegers.com/
4884,35314213,RU,15,http://www.brooklynintegers.com/
4885,35314215,BY,15,http://www.brooklynintegers.com/
4887,35314217,SE,6,http://www.brooklynintegers.com/
4888,35314219,BY,20,http://www.brooklynintegers.com/
4896,35314221,DK,15,http://www.brooklynintegers.com/
4897,35314223,SE,15,http://www.brooklynintegers.com/
4898,35314225,DK,15,http://www.brooklynintegers.com/
4899,35314229,DK,15,http://www.brooklynintegers.com/
4901,35314231,DK,15,http://www.brooklynintegers.com/
4902,35314233,LT,15,http://www.brooklynintegers.com/
4904,35314235,BY,20,http://www.brooklynintegers.com/
4912,35314237,LT,-1,http://www.brooklynintegers.com/
4913,35314239,DK,5,http://www.brooklynintegers.com/
4914,35314241,DE,6,http://www.brooklynintegers.com/
4916,35314243,DK,20,http://www.brooklynintegers.com/
4918,35314247,RU,20,http://www.brooklynintegers.com/
4920,35314249,PL,5,http://www.brooklynintegers.com/
4927,35314251,PL,20,http://www.brooklynintegers.com/
4928,35314253,PL,15,http://www.brooklynintegers.com/
4929,35314255,RU,20,http://www.brooklynintegers.com/
4930,35314257,DE,15,http://www.brooklynintegers.com/
4931,35314259,LT,15,http://www.brooklynintegers.com/
4937,35314261,LT,15,http://www.brooklynintegers.com/
4943,35314265,BY,20,http://www.brooklynintegers.com/
4945,35314267,DE,15,http://www.brooklynintegers.com/
4949,35314269,PL,15,http://www.brooklynintegers.com/
4952,35314271,PL,15,http://www.brooklynintegers.com/
4954,35314273,BY,15,http://www.brooklynintegers.com/
4955,35314275,DE,15,http://www.brooklynintegers.com/
4957,35314277,DE,15,http://www.brooklynintegers.com/
4961,35314279,BY,20,http://www.brooklynintegers.com/
4962,35314283,DE,6,http://www.brooklynintegers.com/
4964,35314285,RU,20,http://www.brooklynintegers.com/
4968,35314287,DE,15,http://www.brooklynintegers.com/
4972,35314289,DE,15,http://www.brooklynintegers.com/
4977,35314291,PL,-1,http://www.brooklynintegers.com/
4983,35314293,PL,15,http://www.brooklynintegers.com/
4995,35314295,PL,15,http://www.brooklynintegers.com/
4997,35314297,DE,15,http://www.brooklynintegers.com/
5000,35314301,BY,15,http://www.brooklynintegers.com/
5001,35314303,DE,15,http://www.brooklynintegers.com/
5002,35314305,BY,15,http://www.brooklynintegers.com/
5003,35314307,PL,6,http://www.brooklynintegers.com/
5004,35314309,PL,15,http://www.brooklynintegers.com/
5006,35314311,DE,15,http://www.brooklynintegers.com/
5007,35314313,DE,15,http://www.brooklynintegers.com/
5008,35314315,DE,15,http://www.brooklynintegers.com/
5011,35314319,PL,15,http://www.brooklynintegers.com/
5012,35314321,RU,20,http://www.brooklynintegers.com/
5013,35314323,DE,6,http://www.brooklynintegers.com/
5016,35314325,PL,6,http://www.brooklynintegers.com/
5020,35314327,BY,15,http://www.brooklynintegers.com/
5021,35314329,PL,15,http://www.brooklynintegers.com/
5025,35314331,NL,20,http://www.brooklynintegers.com/
5026,35314333,DE,15,http://www.brooklynintegers.com/
5029,35314337,DE,15,http://www.brooklynintegers.com/
5034,35314339,PL,15,http://www.brooklynintegers.com/
5035,35314341,BY,15,http://www.brooklynintegers.com/
5036,35314343,PL,15,http://www.brooklynintegers.com/
5041,35314345,BY,0,http://www.brooklynintegers.com/
5042,35314347,NL,15,http://www.brooklynintegers.com/
5048,35314349,RU,20,http://www.brooklynintegers.com/
5049,35314351,NL,20,http://www.brooklynintegers.com/
5054,35314355,DE,15,http://www.brooklynintegers.com/
5055,35314357,DE,15,http://www.brooklynintegers.com/
5061,35314359,PL,15,http://www.brooklynintegers.com/
5064,35314361,PL,15,http://www.brooklynintegers.com/
5067,35314363,PL,20,http://www.brooklynintegers.com/
5070,35314365,RU,20,http://www.brooklynintegers.com/
5079,35314367,DE,15,http://www.brooklynintegers.com/
5086,35314369,BY,15,http://www.brooklynintegers.com/
5096,35314373,DE,5,http://www.brooklynintegers.com/
5102,35314375,DE,15,http://www.brooklynintegers.com/
5105,35314377,PL,5,http://www.brooklynintegers.com/
5107,35314379,PL,-1,http://www.brooklynintegers.com/
5111,35314381,NL,15,http://www.brooklynintegers.com/
5112,35314383,DE,15,http://www.brooklynintegers.com/
5121,35314385,PL,-1,http://www.brooklynintegers.com/
5122,35314387,PL,15,http://www.brooklynintegers.com/
5124,35314391,DE,15,http://www.brooklynintegers.com/
5125,35314393,DE,15,http://www.brooklynintegers.com/
5127,35314395,NL,15,http://www.brooklynintegers.com/
5131,35314397,DE,15,http://www.brooklynintegers.com/
5140,35314399,BY,15,http://www.brooklynintegers.com/
5141,35314401,DE,15,http://www.brooklynintegers.com/
5142,35314403,DE,15,http://www.brooklynintegers.com/
5146,35314405,DE,15,http://www.brooklynintegers.com/
5155,35314409,BY,20,http://www.brooklynintegers.com/
5157,35314411,PL,15,http://www.brooklynintegers.com/
5158,35314413,DE,6,http://www.brooklynintegers.com/
5164,35314415,DE,15,http://www.brooklynintegers.com/
5167,35314417,DE,15,http://www.brooklynintegers.com/
5169,35314419,PL,15,http://www.brooklynintegers.com/
5176,35314421,DE,15,http://www.brooklynintegers.com/
5177,35314423,PL,15,http://www.brooklynintegers.com/
5178,35314427,PL,20,http://www.brooklynintegers.com/
5180,35314429,DE,15,http://www.brooklynintegers.com/
5183,35314431,DE,15,http://www.brooklynintegers.com/
5185,35314433,BY,0,http://www.brooklynintegers.com/
5189,35314435,DE,1,http://www.brooklynintegers.com/
5191,35314437,DE,6,http://www.brooklynintegers.com/
5193,35314439,RU,15,http://www.brooklynintegers.com/
5197,35314441,DE,15,http://www.brooklynintegers.com/
5200,35314445,DE,15,http://www.brooklynintegers.com/
5203,35314447,DE,15,http://www.brooklynintegers.com/
5206,35314449,DE,15,http://www.brooklynintegers.com/
5207,35314451,DE,15,http://www.brooklynintegers.com/
5209,35314453,PL,15,http://www.brooklynintegers.com/
5223,35314455,RU,15,http://www.brooklynintegers.com/
5226,35314457,DE,15,http://www.brooklynintegers.com/
5229,35314459,DE,15,http://www.brooklynintegers.com/
5231,35314463,DE,15,http://www.brooklynintegers.com/
5232,35314465,PL,15,http://www.brooklynintegers.com/
5233,35314467,PL,15,http://www.brooklynintegers.com/
5234,35314469,DE,15,http://www.brooklynintegers.com/
5237,35314471,PL,15,http://www.brooklynintegers.com/
5239,35314473,UA,15,http://www.brooklynintegers.com/
5243,35314475,DE,15,http://www.brooklynintegers.com/
5247,35314477,DE,15,http://www.brooklynintegers.com/
5248,35314481,DE,15,http://www.brooklynintegers.com/
5251,35314483,DE,5,http://www.brooklynintegers.com/
5261,35314485,DE,15,http://www.brooklynintegers.com/
5267,35314487,DE,6,http://www.brooklynintegers.com/
5269,35314489,UA,-1,http://www.brooklynintegers.com/
5276,35314491,DE,15,http://www.brooklynintegers.com/
5278,35314493,DE,15,http://www.brooklynintegers.com/
5279,35314495,DE,15,http://www.brooklynintegers.com/
5280,35314499,PL,15,http://www.brooklynintegers.com/
5281,35314501,PL,0,http://www.brooklynintegers.com/
5282,35314503,DE,15,http://www.brooklynintegers.com/
5285,35314505,DE,15,http://www.brooklynintegers.com/
5286,35314507,DE,20,http://www.brooklynintegers.com/
5293,35314509,DE,6,http://www.brooklynintegers.com/
5294,35314511,DE,15,http://www.brooklynintegers.com/
5298,35314513,DE,20,http://www.brooklynintegers.com/
5299,35314517,DE,15,http://www.brooklynintegers.com/
5300,35314519,PL,15,http://www.brooklynintegers.com/
5305,35314521,CZ,6,http://www.brooklynintegers.com/
5306,35314523,DE,6,http://www.brooklynintegers.com/
5307,35314525,DE,15,http://www.brooklynintegers.com/
5310,35314527,DE,15,http://www.brooklynintegers.com/
5313,35314529,UA,20,http://www.brooklynintegers.com/
5315,35314531,DE,15,http://www.brooklynintegers.com/
5317,35314535,PL,15,http://www.brooklynintegers.com/
5319,35314537,DE,15,http://www.brooklynintegers.com/
5323,35314539,DE,15,http://www.brooklynintegers.com/
5324,35314541,CZ,15,http://www.brooklynintegers.com/
5325,35314543,UA,0,http://www.brooklynintegers.com/
5329,35314545,PL,15,http://www.brooklynintegers.com/
5330,35314547,UA,15,http://www.brooklynintegers.com/
5333,35314549,DE,15,http://www.brooklynintegers.com/
5341,35314553,CZ,15,http://www.brooklynintegers.com/
5342,35314555,PL,15,http://www.brooklynintegers.com/
5343,35314557,UA,15,http://www.brooklynintegers.com/
5345,35314559,DE,15,http://www.brooklynintegers.com/
5349,35314561,PL,15,http://www.brooklynintegers.com/
5351,35314563,DE,6,http://www.brooklynintegers.com/
5352,35314565,DE,15,http://www.brooklynintegers.com/
5353,35314567,DE,15,http://www.brooklynintegers.com/
5354,35314571,CZ,15,http://www.brooklynintegers.com/
5355,35314573,RU,5,http://www.brooklynintegers.com/
5356,35314575,DE,5,http://www.brooklynintegers.com/
5359,35314577,PL,20,http://www.brooklynintegers.com/
5363,35314579,PL,15,http://www.brooklynintegers.com/
5374,35314581,PL,15,http://www.brooklynintegers.com/
5376,35314583,DE,15,http://www.brooklynintegers.com/
5377,35314585,DE,15,http://www.brooklynintegers.com/
5383,35314589,DE,15,http://www.brooklynintegers.com/
5384,35314591,DE,15,http://www.brooklynintegers.com/
5387,35314593,PL,15,http://www.brooklynintegers.com/
5389,35314595,RU,-1,http://www.brooklynintegers.com/
5390,35314597,RU,6,http://www.brooklynintegers.com/
5394,35314599,UA,6,http://www.brooklynintegers.com/
5399,35314601,CZ,6,http://www.brooklynintegers.com/
5402,35314603,UA,-1,http://www.brooklynintegers.com/
5403,35314607,RU,20,http://www.brooklynintegers.com/
5409,35314609,UA,15,http://www.brooklynintegers.com/
5410,35314611,DE,15,http://www.brooklynintegers.com/
5413,35314613,UA,0,http://www.brooklynintegers.com/
5414,35314615,UA,15,http://www.brooklynintegers.com/
5417,35314617,PL,15,http://www.brooklynintegers.com/
5423,35314619,UA,15,http://www.brooklynintegers.com/
5425,35314621,UA,15,http://www.brooklynintegers.com/
5429,35314625,CZ,5,http://www.brooklynintegers.com/
5435,35314627,CZ,6,http://www.brooklynintegers.com/
5445,35314629,UA,15,http://www.brooklynintegers.com/
5449,35314631,DE,15,http://www.brooklynintegers.com/
5450,35314633,CZ,15,http://www.brooklynintegers.com/
5451,35314635,PL,15,http://www.brooklynintegers.com/
5454,35314637,CZ,2,http://www.brooklynintegers.com/
5457,35314639,PL,15,http://www.brooklynintegers.com/
5458,35314643,UA,15,http://www.brooklynintegers.com/
5459,35314645,UA,-1,http://www.brooklynintegers.com/
5461,35314647,UA,-1,http://www.brooklynintegers.com/
5473,35314649,DE,15,http://www.brooklynintegers.com/
5474,35314651,DE,15,http://www.brooklynintegers.com/
5479,35314653,UA,15,http://www.brooklynintegers.com/
5480,35314655,PL,15,http://www.brooklynintegers.com/
5481,35314657,CZ,6,http://www.brooklynintegers.com/
5483,35314661,UA,20,http://www.brooklynintegers.com/
5484,35314663,DE,15,http://www.brooklynintegers.com/
5485,35314665,DE,6,http://www.brooklynintegers.com/
5486,35314667,PL,15,http://www.brooklynintegers.com/
5490,35314669,DE,20,http://www.brooklynintegers.com/
5491,35314671,UA,15,http://www.brooklynintegers.com/
5493,35314673,DE,15,http://www.brooklynintegers.com/
5498,35314675,CZ,15,http://www.brooklynintegers.com/
5501,35314679,PL,15,http://www.brooklynintegers.com/
5502,35314681,UA,15,http://www.brooklynintegers.com/
5503,35314683,UA,6,http://www.brooklynintegers.com/
5506,35314685,CZ,6,http://www.brooklynintegers.com/
5517,35314687,LU,20,http://www.brooklynintegers.com/
5519,35314689,CZ,20,http://www.brooklynintegers.com/
5525,35314691,CZ,15,http://www.brooklynintegers.com/
5527,35314693,DE,6,http://www.brooklynintegers.com/
5531,35314697,UA,15,http://www.brooklynintegers.com/
5536,35314699,UA,-1,http://www.brooklynintegers.com/
5537,35314701,DE,15,http://www.brooklynintegers.com/
5540,35314703,CZ,15,http://www.brooklynintegers.com/
5552,35314705,UA,0,http://www.brooklynintegers.com/
5553,35314707,UA,5,http://www.brooklynintegers.com/
5554,35314709,CZ,15,http://www.brooklynintegers.com/
5564,35314711,CZ,15,http://www.brooklynintegers.com/
5565,35314715,DE,15,http://www.brooklynintegers.com/
5566,35314717,UA,5,http://www.brooklynintegers.com/
5567,35314719,DE,15,http://www.brooklynintegers.com/
5568,35314721,SK,15,http://www.brooklynintegers.com/
5569,35314723,UA,20,http://www.brooklynintegers.com/
5570,35314725,DE,15,http://www.brooklynintegers.com/
5572,35314727,UA,-1,http://www.brooklynintegers.com/
5576,35314729,SK,20,http://www.brooklynintegers.com/
5577,35314733,DE,15,http://www.brooklynintegers.com/
5578,35314735,DE,-1,http://www.brooklynintegers.com/
5579,35314737,UA,-1,http://www.brooklynintegers.com/
5580,35314739,CZ,15,http://www.brooklynintegers.com/
5581,35314741,DE,15,http://www.brooklynintegers.com/
5583,35314743,CZ,6,http://www.brooklynintegers.com/
5585,35314745,UA,20,http://www.brooklynintegers.com/
5586,35314747,DE,15,http://www.brooklynintegers.com/
5589,35314751,SK,15,http://www.brooklynintegers.com/
5596,35314753,DE,6,http://www.brooklynintegers.com/
5597,35314755,DE,15,http://www.brooklynintegers.com/
5598,35314757,CZ,15,http://www.brooklynintegers.com/
5607,35314759,SE,-1,http://www.brooklynintegers.com/
5608,35314761,FI,5,http://www.brooklynintegers.com/
5611,35314763,FI,6,http://www.brooklynintegers.com/
5612,35314765,FI,-1,http://www.brooklynintegers.com/
5620,35314769,SE,20,http://www.brooklynintegers.com/
5621,35314771,NO,20,http://www.brooklynintegers.com/
5622,35314773,NO,15,http://www.brooklynintegers.com/
5623,35314775,NO,-1,http://www.brooklynintegers.com/
5627,35314777,RU,5,http://www.brooklynintegers.com/
5628,35314779,RU,5,http://www.brooklynintegers.com/
5633,35314781,SE,6,http://www.brooklynintegers.com/
5634,35314783,EE,6,http://www.brooklynintegers.com/
5635,35314787,SE,20,http://www.brooklynintegers.com/
5641,35314789,SE,-1,http://www.brooklynintegers.com/
5642,35314791,SE,-1,http://www.brooklynintegers.com/
5652,35314793,LT,15,http://www.brooklynintegers.com/
5655,35314795,RU,15,http://www.brooklynintegers.com/
5656,35314797,DK,15,http://www.brooklynintegers.com/
5658,35314799,RU,15,http://www.brooklynintegers.com/
5659,35314801,PL,15,http://www.brooklynintegers.com/
5663,35314805,DE,-1,http://www.brooklynintegers.com/
5665,35314807,DE,20,http://www.brooklynintegers.com/
5668,35314809,DE,15,http://www.brooklynintegers.com/
5675,35314811,PL,15,http://www.brooklynintegers.com/
5692,35314813,PL,15,http://www.brooklynintegers.com/
5693,35314815,CZ,15,http://www.brooklynintegers.com/
5694,35314817,DE,15,http://www.brooklynintegers.com/
5699,35314819,DE,5,http://www.brooklynintegers.com/
5704,35314823,RU,20,http://www.brooklynintegers.com/
5706,35314825,RU,6,http://www.brooklynintegers.com/
5707,35314827,DK,20,http://www.brooklynintegers.com/
5715,35314829,DE,20,http://www.brooklynintegers.com/
5720,35314831,PL,20,http://www.brooklynintegers.com/
5724,35314833,PL,20,http://www.brooklynintegers.com/
5728,35314835,DE,15,http://www.brooklynintegers.com/
5731,35314837,NO,20,http://www.brooklynintegers.com/
5732,35314841,NO,15,http://www.brooklynintegers.com/
5736,35314843,GB,15,http://www.brooklynintegers.com/
5737,35314845,GB,15,http://www.brooklynintegers.com/
5745,35314847,GB,6,http://www.brooklynintegers.com/
5746,35314849,GB,6,http://www.brooklynintegers.com/
5749,35314851,GB,15,http://www.brooklynintegers.com/
5753,35314853,GB,15,http://www.brooklynintegers.com/
5756,35314855,GB,1,http://www.brooklynintegers.com/
5757,35314859,GB,15,http://www.brooklynintegers.com/
5759,35314861,GB,15,http://www.brooklynintegers.com/
5760,35314863,NL,15,http://www.brooklynintegers.com/
5762,35314865,GB,15,http://www.brooklynintegers.com/
5764,35314867,GB,15,http://www.brooklynintegers.com/
5775,35314869,GB,15,http://www.brooklynintegers.com/
5782,35314871,GB,15,http://www.brooklynintegers.com/
5783,35314873,GB,5,http://www.brooklynintegers.com/
5785,35314877,GB,15,http://www.brooklynintegers.com/
5787,35314879,GB,20,http://www.brooklynintegers.com/
5791,35314881,GB,15,http://www.brooklynintegers.com/
5793,35314883,NL,15,http://www.brooklynintegers.com/
5797,35314885,NL,15,http://www.brooklynintegers.com/
5799,35314887,GB,15,http://www.brooklynintegers.com/
5800,35314889,NL,15,http://www.brooklynintegers.com/
5804,35314891,NL,15,http://www.brooklynintegers.com/
5807,35314895,GB,15,http://www.brooklynintegers.com/
5809,35314897,NL,15,http://www.brooklynintegers.com/
5818,35314899,NL,0,http://www.brooklynintegers.com/
5820,35314901,NL,15,http://www.brooklynintegers.com/
5823,35314903,GB,15,http://www.brooklynintegers.com/
5831,35314905,GB,15,http://www.brooklynintegers.com/
5834,35314907,GB,15,http://www.brooklynintegers.com/
5835,35314909,NL,15,http://www.brooklynintegers.com/
5843,35314913,NL,15,http://www.brooklynintegers.com/
5848,35314915,GB,15,http://www.brooklynintegers.com/
5851,35314917,NL,15,http://www.brooklynintegers.com/
5852,35314919,GB,15,http://www.brooklynintegers.com/
5855,35314921,NL,15,http://www.brooklynintegers.com/
5860,35314923,BE,15,http://www.brooklynintegers.com/
5868,35314925,GB,15,http://www.brooklynintegers.com/
5874,35314927,GB,15,http://www.brooklynintegers.com/
5877,35314931,BE,15,http://www.brooklynintegers.com/
5878,35314933,BE,15,http://www.brooklynintegers.com/
5880,35314935,GB,15,http://www.brooklynintegers.com/
5882,35314937,BE,15,http://www.brooklynintegers.com/
5884,35314939,GB,15,http://www.brooklynintegers.com/
5889,35314941,GB,15,http://www.brooklynintegers.com/
5894,35314943,GB,15,http://www.brooklynintegers.com/
5895,35314945,BE,15,http://www.brooklynintegers.com/
5896,35314949,GB,20,http://www.brooklynintegers.com/
5897,35314951,BE,15,http://www.brooklynintegers.com/
5900,35314953,GB,15,http://www.brooklynintegers.com/
5901,35314955,GB,15,http://www.brooklynintegers.com/
5902,35314957,GB,15,http://www.brooklynintegers.com/
5912,35314959,BE,15,http://www.brooklynintegers.com/
5914,35314961,BE,15,http://www.brooklynintegers.com/
5915,35314963,FR,6,http://www.brooklynintegers.com/
5919,35314967,BE,15,http://www.brooklynintegers.com/
5920,35314969,FR,6,http://www.brooklynintegers.com/
5926,35314971,BE,15,http://www.brooklynintegers.com/
5928,35314973,FR,20,http://www.brooklynintegers.com/
5930,35314975,BE,15,http://www.brooklynintegers.com/
5931,35314977,FR,15,http://www.brooklynintegers.com/
5933,35314979,BE,6,http://www.brooklynintegers.com/
5935,35314981,FR,6,http://www.brooklynintegers.com/
5938,35314985,FR,15,http://www.brooklynintegers.com/
5947,35314987,FR,6,http://www.brooklynintegers.com/
5948,35314989,FR,6,http://www.brooklynintegers.com/
5949,35314991,FR,20,http://www.brooklynintegers.com/
5954,35314993,FR,15,http://www.brooklynintegers.com/
5958,35314995,FR,6,http://www.brooklynintegers.com/
5959,35314997,FR,5,http://www.brooklynintegers.com/
5968,35314999,FR,15,http://www.brooklynintegers.com/
5969,35315003,FR,15,http://www.brooklynintegers.com/
5971,35315005,FR,5,http://www.brooklynintegers.com/
5976,35315007,ZZ,6,http://www.brooklynintegers.com/
5977,35315009,FR,6,http://www.brooklynintegers.com/
5980,35315011,GB,20,http://www.brooklynintegers.com/
5982,35315013,GB,15,http://www.brooklynintegers.com/
5983,35315015,GB,15,http://www.brooklynintegers.com/
5987,35315017,NL,15,http://www.brooklynintegers.com/
5991,35315021,NL,20,http://www.brooklynintegers.com/
5992,35315023,DE,20,http://www.brooklynintegers.com/
5994,35315025,GB,20,http://www.brooklynintegers.com/
5995,35315027,NL,15,http://www.brooklynintegers.com/
6000,35315029,GB,15,http://www.brooklynintegers.com/
6001,35315031,FR,20,http://www.brooklynintegers.com/
6002,35315033,BE,15,http://www.brooklynintegers.com/
6004,35315035,FR,20,http://www.brooklynintegers.com/
6006,35315039,FR,20,http://www.brooklynintegers.com/
6007,35315041,FR,15,http://www.brooklynintegers.com/
6008,35315043,GB,20,http://www.brooklynintegers.com/
6009,35315045,GB,20,http://www.brooklynintegers.com/
6011,35315047,GB,15,http://www.brooklynintegers.com/
6012,35315049,GB,20,http://www.brooklynintegers.com/
6020,35315051,RU,20,http://www.brooklynintegers.com/
6022,35315053,RU,15,http://www.brooklynintegers.com/
6023,35315057,RU,15,http://www.brooklynintegers.com/
6026,35315059,RU,15,http://www.brooklynintegers.com/
6028,35315061,RU,15,http://www.brooklynintegers.com/
6029,35315063,RU,-1,http://www.brooklynintegers.com/
6032,35315065,RU,15,http://www.brooklynintegers.com/
6038,35315067,RU,-1,http://www.brooklynintegers.com/
6046,35315069,RU,15,http://www.brooklynintegers.com/
6047,35315071,RU,15,http://www.brooklynintegers.com/
6048,35315075,RU,20,http://www.brooklynintegers.com/
6052,35315077,RU,15,http://www.brooklynintegers.com/
6057,35315079,RU,20,http://www.brooklynintegers.com/
6061,35315081,RU,20,http://www.brooklynintegers.com/
6062,35315083,RU,20,http://www.brooklynintegers.com/
6065,35315085,RU,15,http://www.brooklynintegers.com/
6067,35315087,RU,15,http://www.brooklynintegers.com/
6069,35315089,TR,15,http://www.brooklynintegers.com/
6073,35315093,TR,5,http://www.brooklynintegers.com/
6075,35315095,TR,-1,http://www.brooklynintegers.com/
6077,35315097,TR,20,http://www.brooklynintegers.com/
6082,35315099,TR,15,http://www.brooklynintegers.com/
6085,35315101,TR,20,http://www.brooklynintegers.com/
6088,35315103,TR,-1,http://www.brooklynintegers.com/
6090,35315105,TR,20,http://www.brooklynintegers.com/
6091,35315107,TR,-1,http://www.brooklynintegers.com/
6092,35315111,TR,15,http://www.brooklynintegers.com/
6093,35315113,TR,20,http://www.brooklynintegers.com/
6101,35315115,TR,15,http://www.brooklynintegers.com/
6102,35315117,TR,20,http://www.brooklynintegers.com/
6103,35315119,TR,15,http://www.brooklynintegers.com/
6108,35315121,IQ,-1,http://www.brooklynintegers.com/
6109,35315123,SY,-1,http://www.brooklynintegers.com/
6110,35315125,SY,20,http://www.brooklynintegers.com/
6116,35315129,SY,0,http://www.brooklynintegers.com/
6120,35315131,SY,-1,http://www.brooklynintegers.com/
6128,35315133,SY,15,http://www.brooklynintegers.com/
6129,35315135,IQ,15,http://www.brooklynintegers.com/
6130,35315137,RU,15,http://www.brooklynintegers.com/
6131,35315139,RU,20,http://www.brooklynintegers.com/
6133,35315141,TR,20,http://www.brooklynintegers.com/
6136,35315143,SY,20,http://www.brooklynintegers.com/
6141,35315147,UA,20,http://www.brooklynintegers.com/
6144,35315149,SI,6,http://www.brooklynintegers.com/
6147,35315151,RO,20,http://www.brooklynintegers.com/
6150,35315153,HU,15,http://www.brooklynintegers.com/
6151,35315155,MD,6,http://www.brooklynintegers.com/
6160,35315157,CH,-1,http://www.brooklynintegers.com/
6165,35315159,RO,20,http://www.brooklynintegers.com/
6166,35315161,HU,15,http://www.brooklynintegers.com/
6168,35315165,IT,-1,http://www.brooklynintegers.com/
6176,35315167,IT,6,http://www.brooklynintegers.com/
6177,35315169,SI,6,http://www.brooklynintegers.com/
6183,35315171,FR,15,http://www.brooklynintegers.com/
6188,35315173,RO,15,http://www.brooklynintegers.com/
6195,35315175,CH,15,http://www.brooklynintegers.com/
6196,35315177,IT,6,http://www.brooklynintegers.com/
6197,35315179,RO,15,http://www.brooklynintegers.com/
6199,35315183,IT,-1,http://www.brooklynintegers.com/
6201,35315185,RO,15,http://www.brooklynintegers.com/
6202,35315187,SI,15,http://www.brooklynintegers.com/
6208,35315189,IT,5,http://www.brooklynintegers.com/
6210,35315191,RO,15,http://www.brooklynintegers.com/
6215,35315193,HU,15,http://www.brooklynintegers.com/
6221,35315195,IT,15,http://www.brooklynintegers.com/
6236,35315197,IT,6,http://www.brooklynintegers.com/
6237,35315201,IT,6,http://www.brooklynintegers.com/
6238,35315203,HU,5,http://www.brooklynintegers.com/
6241,35315205,IT,15,http://www.brooklynintegers.com/
6244,35315207,IT,6,http://www.brooklynintegers.com/
6245,35315209,FR,20,http://www.brooklynintegers.com/
6249,35315211,IT,15,http://www.brooklynintegers.com/
6250,35315213,IT,6,http://www.brooklynintegers.com/
6252,35315215,RO,15,http://www.brooklynintegers.com/
6253,35315219,RO,15,http://www.brooklynintegers.com/
6256,35315221,HR,15,http://www.brooklynintegers.com/
6257,35315223,RO,20,http://www.brooklynintegers.com/
6259,35315225,IT,6,http://www.brooklynintegers.com/
6264,35315227,IT,-1,http://www.brooklynintegers.com/
6265,35315229,IT,15,http://www.brooklynintegers.com/
6267,35315231,SI,15,http://www.brooklynintegers.com/
6268,35315233,HR,15,http://www.brooklynintegers.com/
6269,35315237,RS,15,http://www.brooklynintegers.com/
6273,35315239,RO,20,http://www.brooklynintegers.com/
6274,35315241,IT,-1,http://www.brooklynintegers.com/
6276,35315243,IT,20,http://www.brooklynintegers.com/
6277,35315245,IT,-1,http://www.brooklynintegers.com/
6282,35315247,IT,-1,http://www.brooklynintegers.com/
6284,35315249,RO,15,http://www.brooklynintegers.com/
6286,35315251,IT,15,http://www.brooklynintegers.com/
6293,35315255,IT,2,http://www.brooklynintegers.com/
6304,35315257,FR,-1,http://www.brooklynintegers.com/
6305,35315259,FR,15,http://www.brooklynintegers.com/
6307,35315261,HR,6,http://www.brooklynintegers.com/
6309,35315263,UA,15,http://www.brooklynintegers.com/
6311,35315265,RO,15,http://www.brooklynintegers.com/
6312,35315267,IT,6,http://www.brooklynintegers.com/
6313,35315269,RS,20,http://www.brooklynintegers.com/
6314,35315273,RO,15,http://www.brooklynintegers.com/
6318,35315275,IT,6,http://www.brooklynintegers.com/
6319,35315277,IT,15,http://www.brooklynintegers.com/
6332,35315279,HR,6,http://www.brooklynintegers.com/
6336,35315281,HR,6,http://www.brooklynintegers.com/
6337,35315283,IT,2,http://www.brooklynintegers.com/
6339,35315285,IT,15,http://www.brooklynintegers.com/
6341,35315287,FR,-1,http://www.brooklynintegers.com/
6346,35315291,IT,6,http://www.brooklynintegers.com/
6354,35315293,IT,15,http://www.brooklynintegers.com/
6355,35315295,HR,-1,http://www.brooklynintegers.com/
6357,35315297,FR,-1,http://www.brooklynintegers.com/
6360,35315299,FR,2,http://www.brooklynintegers.com/
6361,35315301,IT,6,http://www.brooklynintegers.com/
6365,35315303,IT,6,http://www.brooklynintegers.com/
6366,35315305,IT,15,http://www.brooklynintegers.com/
6367,35315309,IT,15,http://www.brooklynintegers.com/
6371,35315311,RO,20,http://www.brooklynintegers.com/
6377,35315313,RS,15,http://www.brooklynintegers.com/
6378,35315315,IT,15,http://www.brooklynintegers.com/
6379,35315317,IT,5,http://www.brooklynintegers.com/
6385,35315319,RO,20,http://www.brooklynintegers.com/
6386,35315321,RO,15,http://www.brooklynintegers.com/
6387,35315323,IT,-1,http://www.brooklynintegers.com/
6392,35315327,RS,20,http://www.brooklynintegers.com/
6400,35315329,RO,20,http://www.brooklynintegers.com/
6406,35315331,IT,15,http://www.brooklynintegers.com/
6411,35315333,BA,20,http://www.brooklynintegers.com/
6415,35315335,IT,6,http://www.brooklynintegers.com/
6416,35315337,IT,15,http://www.brooklynintegers.com/
6420,35315339,BA,15,http://www.brooklynintegers.com/
6425,35315341,IT,15,http://www.brooklynintegers.com/
6427,35315345,UA,-1,http://www.brooklynintegers.com/
6428,35315347,UA,15,http://www.brooklynintegers.com/
6429,35315349,IT,15,http://www.brooklynintegers.com/
6430,35315351,RS,15,http://www.brooklynintegers.com/
6437,35315353,IT,6,http://www.brooklynintegers.com/
6444,35315355,RO,15,http://www.brooklynintegers.com/
6448,35315357,IT,20,http://www.brooklynintegers.com/
6451,35315359,RO,6,http://www.brooklynintegers.com/
